,review_cleaned_lemmatized,overall,sentiment
26085,receive gel pen freebie ballpoint pen yesterday point bic definitely smoother compare sharpie pen current favorite bic ink darker smoothernot write well draw well manage accidentally smear ink crosshatch ink probably take second dry beyond smearingthe pocket clip work fine firmer freebie pen sharpie penthe rubber grip comfortable generous size freebie grip felt cheaper sharpie grip allthe complaint minor one pentop clicker open close pen bit pointy freebie win category bic feel robust click away think next brilliant ideaedit pen draw well replace pen design draw hand see great artist ballpoint pen seehenry moore sheep sketchbookedit month use pen chipped side pen barrel clip attache pen little hole appear pen still work strange pen developed hole identical location 33111followup previous edit deduct star pen barrel continue deteriorate one pen wrap scotch tape around chip pen bind pen continue drop bit barrel 51611,3,0
28816,feel like high quality cardboard soft textured strong major flaw binder binder 3 ring binder attach center bind instead rear bind open close cause paper curl rip,3,0
20662,always need new handy office supply averys label removable label pad convenient easy use however little stickies come flawsi like similar postits except obviously small include adhesive back like fact small waste less paper label stickies make recycle paper im go green use pad label kitchen item luggage school supply bag school lunch gift etc like write simple short message label label youtwo con easy print laser jet printer product overprice,3,0
50994,dont laminator use selflaminating sheet year try use sheet like past find step internet use sheet like iron get really outstanding result end result really great document need hang keep good conditionthese laminate pouch work expect feel good preserve several document photo protection would wonderful classroom office take put document document could expose excessive wear tear,3,0
29148,work fine ink expensive last use 2 1 ream paper text bought hp,3,0
48874,sorry wilson jones ring view binder heavy dutyi get one order regular duty ring binder like fact insert sheet paper front back spine customize binder reason 3 star big help plastic cover outside binder hold insert thin cheap look actual ring spine open shut nicely last longer cover can not recommend binder quality standard,3,0
32726,would hard discribe pen elegant colorful plastic bic pen design pen suit functional need bit thin something normal male would particulaly like wife feel differently thought product might appeal early preteen girl would like something little different express feminine taste otherwise ball point pen special quality,3,0
12791,marker ok dont seem sufficient flow tip support fast mark get uniform line go rather slow,3,0
45747,although neat idea dont understand need phone come many application send message dont know take picture one notepad would make easy writer need great handwrite steady hand make product successful,3,0
22297,best thing new product like compatible avery every word work wp program already template builtin make quick easy use also download 3ms template via website bother complaint label 1 thin therefore 100 opaque 2 remove apply label package result easy crease mark label package label considerably less expensive avery flaw learn live label size generous allows adjust font size occasion,3,0
43853,want one chair large grey exercise ball sit lieu chair use short period time curious see would comfortable since stable ball alonefirst let say easy put together wee bit intimidate first open package see package screw chair leg need screwdriver put together quickly note stopper ball fit inside red cover show photo screw look minute realize thereis comfortable well yes something like meant comfortable probably wont want sit long stable like lot ball alone floor feel posture improve im use core muscle sit obviously good thingi also love look thing look like dreamworks cartoon character keep expect say something meso whats design flaw one thing make cute stable little leg come bottom thats problem well pad go far there reason furniture doesnt metal leg extend outside boundary basebottom hit foot accidentally wont see keep know learn give wider berth walk thing bit problem right nowstill glad suppose easy put together im sure much weight hold 180 pound husband problem feel pretty secure,3,0
7239,mini dry erase marker definitely mini color except yellow bright easy read magnet useful stick marker refrigerator side far problem dry marker detach magnet ghost whiteboard dont know yet long last survive three week use,3,0
26133,bic pretty much left mark pun intend write utensil market isnt razor penspencils pen sleek gel pen black ink sure real sell pitch pen suppose however use pen work past two week pen comfortable ergonomically correct use many pen awkward vex hand bit use pleased say pen comfortable usein contrast ink bit erratic since gel time dry quickly time take bit longer dry result smudge paper one hand occasion clothes regard clothes write cuff shirt touch paper ink dry nice stain sleeve lovely ink also bleed time doesnt write smoothly yet time promotes beautiful penmanship boggles mindi wouldnt go far say pen useless wont continue use least ink run can not say buying refill pen never fan gel pen sloppy new pen bic hasnt work quirk view gel pen havent change much ergonomics pen great suppose price two pen isnt terrible wouldnt first choice,3,0
35316,receive part amazon vine program always happy write pad however sticky regular postits 3m glue seem transfer front postit attach part accept ink quite well rest post see line glue transfer end world ill stick buying 3m postits,3,0
6393,longestablished technologybased counsulting service company thirty computer nine hp printer lan bought two 6210s use work station light medium use 5 30 page per daywe could pleased quality print page operation avoid heavy use excessive ink cost per page reason printer cost seem absurdly lowscanner printer fax work great unit compact handsomely style far cry earlier allinones replace paper feed tray could perhaps improve small amount care must use prevent stuff paper farprint cartidges little capacity color cartridge list price 3200 yield 260 standard page thats 12 cent per page standard page old hp r60 allinone delivers 690 page list price 4000 006 per page investigate black printing cost black cartridge also small google cost per page printer model get cost info third party,3,0
25821,concur negative review wood get evenly remove pencil often eightth inch graphite one side quarter inch otherother fast easy tell high pitch whirl youve sharpen maximum point forewarn youre neat freak plastic see resevoir never fully get clean without wipingid recommend consider cost manufacture something like wouldnt pay 25,3,0
12666,rest claim antibacterial there way prove disprove fact however claim antiskid really doesnt hold slip around much rest use rest gel start leak luckily spot get keyboard seam bottom mean even leak would probably get keyboardthis rest black leatherette cover comfortable soft definitely good look gel wrist rest box say make comfort foam memory foam feel mislead since implies soft wrist rest notthe straight edge fit angle wind type want keep keyboard completely straight would great would also suitable want firmer rest others,3,0
49521,mixed result epson printer past far product rather please wireless allinone cloud printing collation thus 2sided printing flatbed scanner document feeder course fax monstrosity wont die manages work level far less problem free previous experience epsoni like printer proper sleep function go sleep 34breathes34 via lead sleep wake need whether wifi cloud print like tray automatically slide need collation double side printing printer size fantastic cloud print actually useful whether google epsons service software actually terriblewhat dont like flimsy lid 4 ink cartridge requirement one extra black photo fact black ink come product leak printer like ink glutton ink jet ink cost human blood would nice printer company stop rip u spectacularly regardwith say printer fine job printing photo price ink paper doesnt compete costcos printing service convenience nice printer us 2 low profile tray automatically selects correct paper print job motorize tray roll printer printing great however roll back go sleepaside horrendous ink usage questionable quality ink cartridge like printer recommend one best consumer grade printer ive use epson manage make deal printer slightly less tedious progress,3,0
10465,ten yearold fouryearold artistic love paint painting bit nightmare need set table ensure dont slop paint mention cleanup pencil appeal immediately found offering much messfree way allow kid indulge love paintingthe set offer nice array color work beautifully color pencil son use preschool project color separate occasion school project regular white paper brushing design water didnt work well color also great deal mute watercolor color pencil didnt spread much paper start bubble leave half color pencil half faint watercolor disappointed resultsi later give pencil another shot time use textured watercolor paper get well result color still didnt spread evenly get watercolor effect paper able stand addition waterthe color also seem vibrant regular papergranted watercolor general provide mute tone disappointed way reaction water kind hit miss didnt notice specific color seem apt spread others end result always pretty uneven arent exactly substitute good old watercolor set offer mus fuss option painting inspire look various alternative youd like good pencil set work theyre terrible paint think youre well look option,3,0
16553,good construction writable tab heavy card stock good binding material ten folder pocket design prevent material fall organizer drop held upside think would useful keep track tax paper organize note class,3,0
32511,expensive 3 mailer description really say pack 3 inner decorate envelope attractive see would nice receive gift package like ideal book also good clothing item like glove scarf traditional christmas gift also perfect calendar buy calendar happen fitthey convenient use look smart sure gift fit 7x10 9x12 11x14 willing pay much packaging,3,0
4337,truly classic pen ive use pen randomly throughout high school love pretty run mill ball point pen really dig ink level easily viewable something seem hard find dayshowever im old actually write frequently find pen quite uncomfortable longterm write anything 30 minute mainly lack grip pen way pen shape likely point dig finger pen grip would make pen near perfect,3,0
29202,pilot konpeki one goldstandards blue ink crowd faction im proud say run good blue subjective hard get love many shade many nuance perfect blue world cerulean blue teallike practical visuals konpeki stand strongly almost everyones top ten list color purity saturation vibrance top shelf wayhowever much adore ink relegate shelf house ive use several nib several f nib two ef nib even ef nib wet ink ive ever use thats say somethingmy normal writer daytoday lamy 2000 ef nib admittedly pen legendarily wetwriter ef nib use ink dirt reliable rhodia moleskine notebook fill konpeki split personality jekyll hydeof ink show fast write moleskine ef nib feather ive always call treebranching feather bad line form line look like tree branch doesnt even cover fact bleed page make rear page unusablenow take ink put another pen time waterman f nib notoriously wet writer fact kind dry write legal pad youll write one sentence honestly like write toilet paper facial tissueit blops glop absorbed bad almost laughableit seem im hard ink reviewer im love ink color truly world standard blue pilot put something slippery formulation konpeki relegates absolutely best paper get likely rhodiaclairfontaine anything less bleedfeather cityi love ink wish badly useable colorful sure even 5 bottle couldnt use realize nib write style paper may well vary result youll quick search pilot ink youll find many many folk report wet fun write experience first word two jaw floor look like second grader learn writecheck spend serious dollar one give three star beautiful color practical purpose though 1 star,3,0
16891,canon printer us separate color realize bought gray ink hard get can not find store buy amazon printer work color empty real pain gray run outso photographer look best mix color print gray may wonderful thing hard find really can not tell difference print canon hp printer vendor ship ink wonderful product arrive quickly,3,0
30307,get kill seminegative review know im huge fan show watch every season episode tivod get caught onbut lately feel though show doesnt really warrant 2 full hour lot drama show seem lose focus week also many many workout dvd killer also reviewedanyway little board look nice great way track food intake calorie check water drink throughout day check food group eat log standpoint bad wont much good want track food intake period time since erase daily glance bad interfacea couple issue first calorie calculation methodtake weight 7 bingo thats magic number calorie need eat day caveat small print people weigh 150 300 calculate whole 7 method seem way simplistic example 185 lb person intake accord method would 1295 calorie doesnt sound feasible dont think could get day calorie second issue easily buy board like 700 create multitask toolfinally need lose weight want maintain say use board big loser keep motivate go use whatever stay motivate pick generic board log cheap,3,0
49716,right amazon sell printer 120 ok work expect however think almost regardless bad choice whyfor money buck less less buy brother hl2270dw almost identical spec thousand review literally 5star rating mean pretty sure go work well keep work also know experience im go regret buying brother price range pretty much nail ive never problem brother ive gotten category find last 7 year moderate usagethis ricoh heck try find howwhere could purchase cartridge look one come cant figure cant find model number cartridge give spending 20 minute ricoh site critical issue printer category fall razorrazorblade business model pay original purchase determines cost consumables run cartridge found might right one expensivethe bottom line there nothing printer thats compelling enough go one know work support,3,0
46019,certainly everyone first glance really high quality 3m pack tape tiny rollsthis tape work decently well capture fingerprint firmsmooth surface like smooth wood work glass struggle like would expect normal surface like stuff see csithe fact product come roll instead normal flat sheet mean harder handle dispenser include make easierthe bottom line know would want product normal sheet form shortcoming could result less useful result,3,0
11744,like people use mechanical pencil long time settle favorite couple pencil bought number use year yc double knock alvin draftmatic date back mid90s start use 34luxury34 pen pencil set cross parker pelican waterman lose touch 34functional34 mechanical pencil market realization 34luxury34 brand arent actually interested make good pencil much something good look dont get wrong theyre good write quality pencil drive kid get age could use good mechanical pencil decide dig back relearn current offering decide give old kid stock stuffer christmas one viable contender borrow occasion see thought couple month im review allbest overall pentel graphgear 500 full review httpwwwamazoncomreviewr2v3ohbejn60wzbest value zebra m301 httpwwwamazoncomreviewr1u5s4d5oepy3fbest retractable tip pentel graphgear 1000 httpwwwamazoncomreviewr1wgl8zcb03sqkbest rubber grip staedtler 92505 httpwwwamazoncomreviewr1zx77u5ov8os6also rans order preferencealvin draftmatic httpwwwamazoncomreviewr1vqy95vwpf0yiuni kuru tora httpwwwamazoncomreviewr2jv48n3d6kxh3pentel p205 reviewclick link detailed review actual review pencil pentel p205there probably pencil strong claim 34classic34 p205 date well back time pencil standard pencil father use kidand still fine pencil pentels credit havent change one thing really bug company 34improve34 product fact step back pentel right way create new pencil meet new demand new feature love p205 always sameunfortunately mean stuck different era humble opinion long since surpassedi never like hard plastic ribbed grip still dont bad world hard finger 34grippy34 id like ive say many review prefer metal gripthe barrel fine tip fine fairly stiff remarkably 34fine34and negative category eraser clip eraser like everyone else case thats save grace either mess lot others pencil bought seriously underestimate need erase jeez kid go eraser like theyre go style id replace eraser pencil every night meet school recess lunch reload long ago give large polymer eraser well give mechanical pencil aside reason wood pencil subpar 34pink34 eraser handle heavy erase loadthe clip might one thing theyve change although cant sure appear thinner gauge metal remember year past although didnt one compare whether change disappointmentso overall bad pencil review dont get wrong fine pencil deserves 3stars im give price low price 15 range make compelling otherwise would doesnt live value zebra m301 quality number pencil sorry p205 may classic youre one deserves left 80,3,0
11250,come blue white red picture look like last box like thick much thinner thin cheap walmart brand last easy seal didnt need security glad isnt flimsy either ok brand,3,0
50116,magnet sturdy fall fridge several time close door paper thick plenty right grocery list leave note,3,0
47241,try use usb power four aa battery found work either power source mine arrive one four rubber foot unattached glue back work fineit work ok take dull pencil sharpen work well brand new pencil need put tip scratch shaving easy clean fairly noisy push hard gear grind nothing happens,3,0
7310,thing likednice smalleraser built inpretty colorsnot overwhelm stenchthings didnt likethe yellow useful black board otherwise hardly visible white boardmagnet eraser good quality tend fall offi also wonder quality really much well cheaper item available elsewhere dollar store,3,0
26880,scotch refillable deskgrip function advertised grip horizontal surface dispenses precut onesided clear scotch tape via popup systempros1 bad look dispenser2 round grip mat seem grip desk obnoxious grip slide easily3 easy fill use precut scotch tape4 design allows grip dispenser side remove single piece scotch tape5 popup tape function work wellcons1 make completely plastic2 slide plastic piece completely track refill may little difficulty get piece back together3 although tall standard tape dispenser deskgrip dispenser seem take much desk area standard dispenser round narrow wash deskspace4 seem little pricey get refill seem bit pricey 75 stripspadall scotch deskgrip cute little tape dispenser like gadget prefer precut scotch tape may nice desk accessory,3,0
19005,smead organizer folder midweight lettersized folder glue together bottom form accordion file bundle folder provide four area storage label folder open three side slip filing system carry ownthe dull red blue gray color inoffensive suitable office use especially attractivejoining folder bottom clever idea strong reservation hold fill promise 34 inch expansion per section open side make easy use file less desirable content spill use set upcoming vacation able file travel hotel activity cruise information easy reach folder stay together however paperclip side slip folder protective cover leave homethe idea intrigue may issue execution unit would far sturdier inside one large folderthree star okay,3,0
41887,twopocket lockit folder arent different standard two pocket folder theyre bit expensive first folder make laminate paper isnt especially thick theoretically lamination make folder sturdier regular one since outside actual surface hold paper isnt really different standard folder might actually bit thinner actually didnt care way lamination make folder look little bright shinywhile folder dark blue bright dark blue make sense make look cheapthe fold flap center suppose help lock paper place rather flimsy couple paper trick certainly wouldnt hold organizational tool middle school high school student teacher always feel bad student turn work expensive cover really dont add much presentation expensethey actually make grade stuff inside timeconsumingid say appropriate personal home use school work useful standard manila twopocket folder,3,0
49399,oh epson oh need develop new printer every year like many ive longtime epson fan start first generation color printer way recent artisan line sadly new printer epson manage screw thing little little case artisan manage milk line several year start 800 810 835 finally 837 time realize time something new release expression linethe xp950 suppose top line lack adf document feeder fax found cheaper xp850 major difference one 11x17 borderless moment 34innovative fold down34 lidsetup like epson lot plastic foam unbox nothing ordinary printer come starter ink initial setup prime leave 85 ink left feature dedicate photo paper tray thankfully epson fiddle excellent cddvd printing traysoftware setup bad window 8 try wireless well work fine printing mobile device equally easy setup essentially useless rarely need print phoneprint quality real issue print crisp streakfree old artisan 800 printer suppose use new generation ink im quite disappointed endresult use assortment paper include original epson photo paper canon paper costco brand paper absolute high quality best premium paper id call result nothing high 34acceptable34 black white print 34normal34 paper fast suitable business useall think case quicken effect release new product every year regardless kind new feature come least could improve touch screen everything end plastic course newer ink cartridge disappoint,3,0
39625,description product little deceive expect receive plastic box cardboard main issue box apart issue relatively happy end resultafter opening box ship size kitchen table laid piece lid easy enough fold together box easy one flap odd crease cause inner fold buckle slightly little irritate look seem effect sturdiness box muchthe handle seem like last sure snap together make sure tightif able find plastic box price even dollar would recommend upgrade option limited choose cardboard box would recommend product,3,0
29010,found scanner tight fit dont think many alternative design specifically magic wand scanner fit well force case time,3,0
31928,printer go ink like tomorrow 2025 brother printer different model instal office last year first time replace toner often try reset sensor however nothing help curiosity take 3 empty toner cartridge printer instal brother 2230 printer print setting guess accord 2230 printer 3 empty cartridge 25 toner left work perfectly brother 2230 show low toner error print fine 25 toner last u another week lot printing however 2240 show completely emptyis printer sensitive greedy,3,0
32113,nutshell design team need rethink design admit small space need small shredder shred daily mail like dump twice week problem shred 25 sheet time see rate 60 sheet capacity unless use really really thin 10lb paper also design one take paper bottom rather top cause jam every oftenthe red color sharp reminds retro version modern product limited space dont use shredder often one otherwise stay away also purchase fellowes powershred w11c 11 sheet crosscut shredder 3103201 half price hasnt jammed shred lot simple kinda ugly work lt3 castle,3,0
33446,brown wj durable hinge poly binder could pas leather afar recycle plastic fully recyclable metal portion pull ecofriendlyit reasonably well make sturdy im happy use filing home office reviewer already complain lack pocket back section front 34pocket34 small paper easily fall binder use bring class project site doesnt seem sturdy enough handle daily batter student backpack etcits good purpose though give point fully recyclable,3,0
4164,always use swingline stapler work home sf4 swingline staple always pleased surprised disappointed stapler arrive use sf4 swingline staple trouble staple packet paper never give stapler trouble impressedfor price less buy well quality swingline stapler feel well work consistently unless never staple 8 9 sheet paper together would look elsewhere currently swingline 44401 price work much betterswingline commercial desk stapler 20 sheet black 44401,3,0
21164,wireless 24ghz window keyboard trackball nice rangeit onoff button turn usethis way put pc sleep mode turn turn keyboard switch underneathkeys nice feel easily touch typemouse button scroll wheel top left function keysi dont like trackball feel true time responsive feel wear away work future3 star overall 4 keyboard scroll wheel 1 trackball big ball responsive would 5 star,3,0
32357,highlighter typically short life span either use simply dry interest use crayon like highlighter found tip hard use highlight book printout primarily tip narrow highlight passage without second pas could see work best thin page book avoid bleed lose cap additionally gel messy leave fragment page book desk make version different size tip might try,3,0
7117,use rule binder use ink reviewsits binder work complaint anything im worried may need big size multitude reading get part grad seminar thats fault product selection rather actual product work need thats really care,3,0
42790,use product make raffle ticket christmas day big hit ticket easy tear avery website give great idea sample raffle can not wait try another occasionby,3,0
1426,look review someone mention let sit let sit six hour use otherwise reason dont want release backer strange thats ive found purchase last batch label soon run use printer print directly onto disc much simpler well depends many disc make,3,0
32571,workbook great child interested math unfortunately child least yet child get anything book sticker enjoy stick anywhere book say great book help child delve deeper world math problem solve interested book fail grasp interest child sticker pull old try would recommend young 6 year old unless child genuinely interested subject,3,0
21336,great student teacher due multiple color great early writer since big barrel comfortable lot write unless need big barrel,3,0
39503,pen nice design big fan ink pink purple doesnt write particularly well unless fan bright gel ink pen may worth buying,3,0
15288,daisy design mouse pad cheery fun especially like match accessory available separately gel wrist rest great someone like us computer day get pain wrist definitely need supportheres im give mouse pad 3 star actual pad small kept bumping mouse gel wrist rest couldnt scroll far need get well get use limited space mouse think design flaw easily figure prior put product market,3,0
51912,folder extra tab yes thank love categorize divide extra pocket huge help layer pocket make easy create division organization extra large label area definitely handythere two aspect folder like first sturdiness folder seem reduce create pocket dont know long lastsecondly lockit flap annoy helpful really doesnt hold paper place well pretty much useless additionbottom line pocket great folder fill low quality folder might keep last long probably wont rely longterm organization,3,0
41810,set come 9 file folder label sheet set instruction set filing system instruction sheet basically common sense information people would probably already know folder good quality tab write bit large normal however set 9 filing folder enough average household example filing cabinet currently least 50 60 separate folder much money kit person buy large box file folder pack label office supply store,3,0
5090,love book ring come handy many different thing item would much well distributer sell box 100 ring several different size,3,0
19475,basic functional magnetic whiteboard come dryerase pen couple magnet wish include mount hardware instead doublesided tape check price carefully half price get large board mount hardware local store,3,0
28603,3m label perform expect secure nicely envelope,3,0
39132,sure like ornament box didnt want spend hour complicate assembly take one look box packaging stuck todo room nothing well doreally complex well buy plastic one dont assemble,3,0
52828,binder different one ive try like aspect like divider page let insert whole sheet paper well use tab label also front plastic page pocket make folder well envelop design built front themwhat dont like much ring use hold page okay long dont need actually open close often make flexible plastic feel like im go break every time open theyre easy enough use would want open close every day youre put paper every often binder work well youre need put paper get time youll probably find ring pain use im certain would hold lot useif youre look something store paperwork dont need take neat design wouldnt recommend one need constant access put paper 3 ring binder,3,0
19473,like size board decent price plastic frame come pen good apparently left factory damage quality control improve include pen dry make sure surface mar production would sent back exchange well board lucky enough receive free use different pen try ignore damage areathe size perfect put back pantry door daily checklist chore week schedule dinner room note use magnet hold coupon rebate dont get lose drawer,3,0
18478,first stapler last three week quit work matter size staple use would staplei withholding final judgement receive use second one,3,0
16147,stapler good reach middle longer page create book durable barely use spring broke still work even without spring manually push new staple forward use thankfully still use infrequently still function wish held well,3,0
32324,new swingline stapler design nice feature including1 weight stapler lighter others used2 comfortable design conforms nicely hand add soft grip good addition3 color stapler come typical stapler color4 us standard staple dont make special staple purchase product us standard staples5 smooth really didnt anticipate stapler would require less effort use doeshowever end day like large heavier industrial swingline product follow negative attributes1 staple capacity minimal break standard staple strip two full one fit stapler2 direction person shouldnt need direction stapler one merit direction figure insert staple easy diagram box button person push enable staple tray pop look like accent3 part fall rubber grip stay attempt reattach nearly impossible4 paper capacity minimal doesnt staple 25 sheet easily maybe 12155 jam new product would expect near perfect staple staple jam unfortunately experience6 packaging affirm product coat gold manufacturer employ industrial zip tie affix product box box destroyed endeavor remove tie one rubber grip stapler come could never get reattached properlyoverall nice thought would stick classic swingline staplerthis product make china,3,0
45732,ampad shot note write pad interest idea nicely make good practical size probably useful anyone need jot note list information take picture store electronically,3,0
44479,pilot pen pain keep try every new model pen pilot come hop find magic perfect pen every time pilot come great pen fit hand comfortable use carpel tunnel writes smoothly well pilot discontinues short time laterso late attempt find perfect pilot penit look promising picture description advertised pointwrites reliable angle wet paperscore 5stars thats objective pen performfor comfort grip squish like dr grip grip absolutely hard didnt like itthe clippressure trigger thing stick bit okayso split review suppose well lack basic feature expect pilot pen,3,0
48565,lightweight dry erase board nothing ordinarypretty much like dry erase board price small size make useful put fridge place hang door garage put note end come hang magnet sticky tapeyour choice also include dry erase pen magnet pin thing board overall see get,3,0
12550,gel wrist rest look feel solid unlike lot wrist rest stink matter fact surface antimicrobial treatment resists bacteria cause odor stainbut taper shape make wrist rest comfortable use prolong period time simply isnt enough rest wrist really wish 3m make surface little wider wrist actually restin end think wrist rest decent likely durable cant recommend people type keyboard long period time dont type much good wrist rest,3,0
8052,mouse pad wrist pad work fine though fairly expensive worth additional cost uneven surface need include support angle mouse pad example want something use sit couch gel wrist pad removeable make easy packoverall good product worth additional cost rigid surface need,3,0
16172,ink washable parent give child without worry chemically erasederadicated eradicator like pelikan superpirat convenient student blue ink fountain pen lighter blue ink ballpoint gelrollerball pen one one lighter one popular fountain pen enthusiast wellbehaved bad paper,3,0
52917,locker light light locker well enough take work install 3 require aaa battery includedthe back case built magnet strong enough hold unit flat steel surfaceto install battery must disassemble case case held together 5 tiny phillips head screw screw head small size 1 phillips screwdriver use 0 size screwdriver design disassemble laptop computer even screwdriver exactly right size cause partially strip head 3 screw package state locker light last 1 year hope true throw attempt install new battery,3,0
42649,printer somewhat slow loud paper storage tray put sheet time say print excellent quality photo ink manufacturer extremely overprice one set ink half cost buying printer new alternate ink may come market look around amazoncom find reviewthis definitely printer would want buy high volume text need cost per page would absolutely ridiculous long period recommend semi serious photographer doesnt need large format printer occasional document scan focus printing 4x6 5x7 8x10 image use builtin wifi connect network option usb cable worth note printer support smartphones via apple airprint google cloud print see customer buying printer print snapshot take phone,3,0
47404,people know love make list regularly use dry erase board magnetic note pad fridge small spiral notebook make listseverything grocery need short longterm todo list would seem target audience productthis large approximately 6x834 notepad include 100 sheet paper top bold head 34things today34 space date 8 generouslysized blank line list line column right place checkmark show task complete bottom redbordered area entitle cant wait urgent matter takealong errand infothe entire page torn notepad bottom cant wait section detach page take errand top page cant wait section microperforations allow page bottom section detach easily however detach cant wait section help first bend back top part tearthe pad come black cover completely enclose notepad elastic band keep close im sure useful peopleit wont useful back cover relatively sturdy multifold front cover go topback notepad create stand found part flimsy difficult work fold triangle right provide okay stand notepad however find 34just right34 fold take try write heavy hand need something sturdy write preference would away front cover elastic something sturdier permanent stand method pick dust move 34stand34 come apart fuss back right configurationspeaking black cover product name include word 34smart red cover34 cover black im assume meaning red outline around cant wait section isnt cover call 34phone call desknotes34 clearly set listprimary reason give product 3 stars1 take much valuable real estate surface dont much free space desktop id keep kitchen counter phone even take much space get way would prefer pad third small take less space less obtrusive2 back cover pain use flimsy stand least heavy writers3 confusingmisleading product name3 star okay could well,3,0
49534,pen design make write awkward actually much trouble others share pen find disprefer choice pen always choice pen go pretty quickly rotation draweri hop would like us good refill refill may complete pen never make pen,3,0
13553,usually use selfsealing envelope tape edge keep come unsealed mail revealnseal glue go way edge envelope stay secure get recipienti also like cant see envelope see content marking inside effectively hide anything put ithowever take two star rating envelope hang hp photosmart ink jet printer go printer without hang ink still smear never problem printer wont problem address envelope hand prefer use printer address mail,3,0
42060,scissor mouse certainly novel idea good give child lieu scissors work best thinner paper useful juvenile art project paper collage scrapbook basic operation reminds one computer mouse name indicates roll four rubber wheel cut unit rotary blade position underside unit cover red plastic device guide paper toward properly use danger accidental cut blade protractorlike guide mouse front good idea principle guide make transparent blue plastic also serf unit base blue dark enough make negotiate curve difficult even straight cut may require straightedge clear plastic would much well another major caveat blade question whether stay sufficiently sharp length time appear easily replaceable also doubt scissor mouse stand rough treatment seem rather fragile worth price call,3,0
37052,folder great dont much put thing youre put arent importantthe material flimsy strong enough offer much protection doesnt hold lot however flap keep paper inside helpful card cd slot work really well travel sturdy briefcase youre carry hand much,3,0
14609,average quality need folder handle much fine want something durable keep look like expand tab size thrill weight paper use folder really need weigh need consider product tab size necessary feature good choice,3,0
43332,update 3 month later black ink click order link order another one cost 1299 free shippingthis printer great copier scanner printer look slinkupdate 2 ink always thingupdate 3 printer year use scanner ink always printing issue use lexmark printer early 2000s print ink thing last month downgrade rating due fact use device scanner printer cant use printer never inkabout 3 month ago bought kodak scanner printer ink ran less month occasional use never could get wifi work saw scanner thought great arrive hesitant use think would difficult difficulty think related personallythe scannerprinterfax come need cord except usb come print instruction installation disk take hour get work though recognize router wifi system never accepted password enter give use usbit print test page page look good also scan document tray go picture file print look good scanner didnt tray scan page page feeder tray scan look like 20 page timewhen instal asks want set fax say let later time scannerprinterfax black look professional glad vine allow choose item head shoulder kodak scannerprinter purchase 3 month agoohthe cartridge separate run black buy black run blue yellow red buy separate cartridge definely save money,3,0
12832,like bright color aid filing thing different category little thinner many folder sturdy enoughyou get roughly 1 tab like folder extra room come card underneath label cut away usual give 2 total tab space course benefit folder contains thing narrower letter size basic sell point somewhat bogus plant 20 flagpole come along dug 5 hole next plat 25 pole flag would actually fly height thats rather involve way say reviewer already say dont really get tab space folder,3,0
26355,love postit note every color home office employ everywhere cube popup note dispenser disappoint like find hollywood crush twin want date meet twin absolutely nothing like crush heartbreakingwhen try pull one postit note get several get back next impossible id easy time wrestling hungry alligatori stick original postit note,3,0
4062,happen also classic 1960s era swingline stapler day make long island city ny 50 year old stapler still work well day new commercial stapler today accoswingline like manufacture product built china price view deserve name commercial old stapler substantial attractively art deco style cast base new one make due quickly stamp steel cheaper alternative old stapler much easy way switch mode inward bending outward bending rear leg could go point modern version way comparable well make predecessor,3,0
52978,one subject notebook nice 100 page tearout straight edge sheetsthe plastic front provide rugged touch back still fiberboard back bit sturdier cheap 34dollar brand34 type mine arrive slightly bent certainly would likely bend backpack wellthe reinforce double side paper pocket front handythe paper fine line resists gel bleed easily use side sheetthe reason dont find great value overall pricing improvement cheaper brand paid less super thick cardboard front back notebook truly bend break throughout entire school yearbottom line nice look great spill thing cover 1 subject notebook type little pricey five six dollar would much far exceed rule mine,3,0
9627,aware printer serious ink low behavior ink cartridge get low still mean lot ink left way change fax reception model instead printing fax arrive dump memory even though yellow say low print bw faxit take 5 step print fax delete menu scroll memory item ok scroll print ok document scroll print page ok menu go scroll delete ok delete ok delete menu get outworse couple memory mixed want send fax say memory full even though memory empty power cycle printer hold onoff 1 second wait 10 second power wait get ready another 1020 secondsthis mean either waste ink throw cartridge empty deal mess canon say workaround fix thisthere 3 problem copying know buy wish did1 can not use auto document feeder sheet feeder copying scan set auto exposure size etc make clear find refuse auto doc feeder reset everything manual 2 black duplex printing us color cartridge one side us expensive ink use blank ink sides3 copying speed much slow blurb implies make 10 copy one page fast say copy multiple page one take much much longer scan print also set auto mode two pas scan one check page take really long time,3,0
47729,previously purchase rather expensive binder middle school age daughter binder last 4 month trapper keeper sort waste money kind still understand ring broken outside torn back cover ripped use binder beat homework submissionat opportune moment binder come life late night remind binder broken luckily amazon shipment arrive earlier load half way impressed dring one hand operation binder always two hand job make sure get finger caught ouchthe good one hand operation durability front inside vinyl coverspockets allow display schedule important paper necessarythe bad dring allow paper flow smoothly old school ring edge anymore durable since collapsedrecommend need binder necessary understand edge collapse become agitate every moment need slowly feed paper right dring lay flat impressed easy one hand operation,3,0
21097,reasonable printer lastedwas use almost 5 day week 3 7 page day averagedrinks ink generic work okay cost somewhat controlledreasonably quiet decent speed printing copyingscans fine directly load emailbegan misbehave 3rd birthday postterrible two give error message require turn printerworked intermittently week finally refuse print copy alldied 3rd anniversary dayi large stock ink cli pgi anyone pay shipping free,3,0
